,Intensity
-7.86E-05,-0.41788235
2.18E-07,-0.27670588
9.60E-05,-0.10415686
0.00036601,-0.6374902
0.0008102,0.30368627
0.00142856,0.33505882
0.00222112,-2.3472941
0.00318787,-2.057098
0.00432881,-3.1708235
0.00564393,-3.5943529
0.00713324,-3.3904314
0.00879674,-3.5551373
0.01063443,-3.5865098
0.01264631,-3.5053458
0.01483238,-3.4553177
0.01719263,-0.39328839
0.01972708,3.9552521
0.02243571,9.3471664
0.02531853,5.923631
0.02837554,3.9277832
0.03160674,7.47727
0.03501213,2.2191502
0.0385917,-3.3681446
0.04234547,-2.7748108
0.04627342,3.4266028
0.05037556,1.9106059
0.05465189,0.90464951
0.05910241,0.38520424
0.06372712,-0.32223974
0.06852602,-1.3431726
0.0734991,-0.26975124
0.07864638,5.7686126
0.08396784,9.6425071
0.08946349,3.2421285
0.09513333,-2.8835038
0.10097736,-3.3853701
0.10699557,-3.4320978
0.11318798,-3.4236869
0.11955457,-2.1444513
0.12609535,-0.52772409
0.13281032,-0.048015237
0.13969948,-0.90924626
0.14676283,0.39446518
0.15400037,2.0748838
0.16141209,2.6888724
0.16899801,1.6638818
0.17675811,1.6116769
0.1846924,1.6538262
0.19280088,1.7903298
0.20108355,0.35844244
0.20954041,-2.1869338
0.21817145,-1.4301126
0.22697669,0.66812163
0.23595611,1.9901219
0.24510972,1.2417705
0.25443752,1.1289498
0.26393951,1.6046009
0.27361569,-0.099903443
0.28346605,-1.6394653
0.29349061,-1.6807514
0.30368935,-1.6590559
0.31406228,-2.515555
0.3246094,-2.705151
0.33533071,-0.90235345
0.34622621,-0.30716247
0.3572959,0.96277491
0.36853977,1.7466744
0.37995783,1.2602222
0.39155009,1.4485164
0.40331653,1.2997923
0.41525716,1.9826773
0.42737197,2.2736421
0.43966098,2.0393533
0.45212418,2.3856932
0.46476156,1.7518775
0.47757313,0.82810239
0.49055889,0.18691678
0.50371884,-0.82265968
0.51705298,-1.2829799
0.53056131,-1.3587499
0.54424382,-0.90879305
0.55810053,-0.6860506
0.57213142,-0.32189508
0.5863365,-0.035934348
0.60071577,0.14045906
0.61526923,0.66218709
0.62999688,0.90964192
0.64489871,1.0867451
0.65997473,1.1246457
0.67522495,0.82527622
0.69064935,0.59647978
0.70624794,0.046099511
0.72202072,-0.52782536
0.73796769,0.16097967
0.75408884,-0.90709324
0.77038419,-0.50067154
0.78685372,-0.10210817
0.80349744,-0.32316784
0.82031535,-0.56777211
0.83730745,0.16015744
0.85447374,-0.6256537
0.87181421,-0.55657806
0.88932888,-0.565949
0.90701773,0.31093938
0.92488077,-0.69454037
0.942918,0.017611737
0.96112942,0.76896434
0.97951503,0.33598802
0.99807483,0.99319259
1.0168088,1.2425388
1.035717,1.4918699
1.0547993,1.0039308
1.0740559,1.4100942
1.0934866,1.9731051
1.1130916,0.97531658
1.1328707,1.5775128
1.152824,1.1051841
1.1729515,0.81323228
1.1932532,1.3291084
1.213729,0.69987135
1.2343791,1.5059132
1.2552033,0.93939082
1.2762018,0.93755913
1.2973744,1.2808103
1.3187212,0.58875214
1.3402422,0.99471801
1.3619374,0.54576672
1.3838068,0.59876102
1.4058504,1.0517401
1.4280681,0.8850962
1.4504601,1.3380449
1.4730262,1.1086255
1.4957665,1.2086027
1.518681,0.90856462
1.5417697,0.49086433
1.5650326,0.74765865
1.5884697,0.19659463
1.612081,0.23375072
1.6358664,0.13755827
1.6598261,-0.11551211
1.6839599,0.25101016
1.7082679,0.076340759
1.7327501,0.2467542
1.7574065,0.42499559
1.7822371,0.25812375
1.8072419,0.64809946
1.8324209,0.39492271
1.857774,0.38486803
1.8833013,0.5316609
1.9090029,0.066673865
1.9348786,0.32324027
1.9609285,0.13273265
1.9871526,-0.002888203
2.0135509,0.43402477
2.0401234,0.26700098
2.06687,0.35094239
2.0937909,0.54467253
2.1208859,0.34623061
2.1481551,0.37522447
2.1755985,0.2473404
2.2032161,0.22140191
2.2310079,0.25819333
2.2589739,0.19300877
2.2871141,0.36310314
2.3154285,0.41553525
2.343917,0.46010902
2.3725797,0.49682447
2.4014167,0.41587767
2.4304278,0.32707253
2.4596131,0.36374239
2.4889726,0.28275
2.5185062,0.35076203
2.5482141,0.30895493
2.5780962,0.43183853
2.6081524,0.34294223
2.6383828,0.269717
2.6687875,0.28275109
2.6993663,0.22518175
2.7301193,0.073479575
2.7610465,0.29038965
2.7921478,0.06022571
2.8234234,-0.09936519
2.8548732,0.22730322
2.8864971,-0.042121986
2.9182952,0.11981016
2.9502676,-0.12611603
2.9824141,0.43578572
3.0147348,-0.045464969
3.0472296,0.35954365
3.0798987,0.70179198
3.112742,0.00088786
3.1457594,0.58624305
3.1789511,0.55197521
3.2123169,-0.10191567
3.2458569,0.47555081
3.2795711,0.60594326
3.3134595,0.24220288
3.3475221,0.41178063
3.3817589,0.67546084
3.4161698,0.64108663
3.450755,0.41846194
3.4855143,0.99582206
3.5204478,0.85944148
3.5555556,0.59755552
3.5908375,0.8062426
3.6262936,0.70903213
3.6619238,0.60396333
3.6977283,0.92240875
3.733707,0.74672133
3.7698598,0.77494028
3.8061868,0.62275188
3.8426881,0.74505809
3.8793635,0.82029028
3.9162131,0.61315433
3.9532369,0.65698358
3.9904348,0.61452313
4.027807,0.56420435
4.0653534,0.36485076
4.1030739,0.50273689
4.1409686,0.30335291
