,Intensity
-7.86E-05,-0.46901961
2.18E-07,-0.32
9.60E-05,-0.41411765
0.00036601,-0.70431373
0.0008102,0.21333333
0.00142856,0.29960784
0.00222112,-2.2180392
0.00318787,-1.7396078
0.00432881,-3.292549
0.00564393,-3.3239216
0.00713324,-3.5905882
0.00879674,-3.5435294
0.01063443,-3.5905882
0.01264631,-3.2425456
0.01483238,-3.3962088
0.01719263,-0.51432294
0.01972708,4.2501708
0.02243571,9.4070764
0.02531853,5.889727
0.02837554,3.4471425
0.03160674,8.4793227
0.03501213,1.3705813
0.0385917,-3.5104541
0.04234547,-2.3363326
0.04627342,3.1517693
0.05037556,1.5028713
0.05465189,1.3444243
0.05910241,0.79407534
0.06372712,-0.10111669
0.06852602,-1.1764459
0.0734991,-0.17308886
0.07864638,5.905033
0.08396784,9.6147823
0.08946349,2.7600807
0.09513333,-3.066915
0.10097736,-3.4113029
0.10699557,-3.5358279
0.11318798,-3.487549
0.11955457,-1.8311719
0.12609535,0.037224722
0.13281032,0.59607241
0.13969948,-1.3546289
0.14676283,0.37335614
0.15400037,1.9133608
0.16141209,2.284993
0.16899801,1.0568801
0.17675811,1.1623555
0.1846924,1.7308309
0.19280088,1.6799534
0.20108355,0.61756622
0.20954041,-1.9504484
0.21817145,-1.1770316
0.22697669,1.2593852
0.23595611,1.8293903
0.24510972,0.98788559
0.25443752,0.63291037
0.26393951,1.2899548
0.27361569,-0.6174517
0.28346605,-1.9755837
0.29349061,-1.7648332
0.30368935,-1.3969651
0.31406228,-2.3700185
0.3246094,-2.3624248
0.33533071,-0.91143887
0.34622621,-0.30725685
0.3572959,0.75992521
0.36853977,1.2626563
0.37995783,1.0676032
0.39155009,1.100256
0.40331653,1.2586539
0.41525716,1.8957381
0.42737197,2.4232734
0.43966098,2.3706714
0.45212418,2.6085205
0.46476156,1.8897617
0.47757313,0.92027756
0.49055889,-0.08816737
0.50371884,-1.1512593
0.51705298,-1.79841
0.53056131,-1.7551097
0.54424382,-1.170378
0.55810053,-0.76578354
0.57213142,-0.10211057
0.5863365,-0.065633639
0.60071577,0.37109824
0.61526923,0.91788898
0.62999688,0.88454251
0.64489871,1.1102745
0.65997473,0.99137195
0.67522495,0.91167056
0.69064935,0.50254291
0.70624794,0.038498791
0.72202072,-0.3549716
0.73796769,-0.058260419
0.75408884,-0.43607355
0.77038419,-0.26488157
0.78685372,0.16511942
0.80349744,-0.1029333
0.82031535,-0.33962799
0.83730745,-0.090062666
0.85447374,-0.7346295
0.87181421,-1.1752893
0.88932888,-0.42380668
0.90701773,-0.20567193
0.92488077,-0.45813993
0.942918,-0.13807341
0.96112942,0.44080214
0.97951503,0.19613376
0.99807483,0.79066657
1.0168088,1.1263613
1.035717,1.0698847
1.0547993,1.0447662
1.0740559,1.5137508
1.0934866,1.3003679
1.1130916,1.1183431
1.1328707,1.6029704
1.152824,1.5856225
1.1729515,1.2545345
1.1932532,1.3704909
1.213729,1.32957
1.2343791,1.1003993
1.2552033,0.84768474
1.2762018,0.80672035
1.2973744,0.97750615
1.3187212,0.70121862
1.3402422,0.86413227
1.3619374,0.60350201
1.3838068,0.75070037
1.4058504,1.1567078
1.4280681,1.3195634
1.4504601,1.4902476
1.4730262,1.5197409
1.4957665,1.0551021
1.518681,0.64535064
1.5417697,0.13362394
1.5650326,0.437569
1.5884697,0.15326426
1.612081,-0.20164322
1.6358664,0.26696421
1.6598261,-0.056599737
1.6839599,0.37276299
1.7082679,0.39426807
1.7327501,0.25105277
1.7574065,0.49997982
1.7822371,0.23124531
1.8072419,0.66053551
1.8324209,0.25059551
1.857774,0.43671944
1.8833013,0.48165239
1.9090029,0.11088457
1.9348786,0.48520027
1.9609285,0.10656029
1.9871526,0.27692542
2.0135509,0.34531525
2.0401234,0.27251411
2.06687,0.2702867
2.0937909,0.14255458
2.1208859,0.28931776
2.1481551,0.22430173
2.1755985,0.049467277
2.2032161,0.1883438
2.2310079,0.13897053
2.2589739,0.26997491
2.2871141,0.4480236
2.3154285,0.53978328
2.343917,0.59231277
2.3725797,0.44090618
2.4014167,0.60321057
2.4304278,0.32628478
2.4596131,0.48071702
2.4889726,0.47827202
2.5185062,0.42091055
2.5482141,0.44980908
2.5780962,0.35320291
2.6081524,0.3977587
2.6383828,0.32465293
2.6687875,0.18094442
2.6993663,0.28820179
2.7301193,-0.0594573
2.7610465,0.063457336
2.7921478,0.10008296
2.8234234,-0.082913772
2.8548732,0.18897695
2.8864971,-0.056793886
2.9182952,0.22291096
2.9502676,-0.20328104
2.9824141,0.44502225
3.0147348,-0.22433603
3.0472296,0.6043304
3.0798987,0.15455096
3.112742,0.33220799
3.1457594,0.64318385
3.1789511,0.38943931
3.2123169,-0.091770704
3.2458569,0.52504399
3.2795711,0.083020644
3.3134595,0.66843377
3.3475221,0.54010691
3.3817589,0.30196161
3.4161698,0.87164495
3.450755,0.28052947
3.4855143,1.0070465
3.5204478,0.36100008
3.5555556,0.75807638
3.5908375,1.0139617
3.6262936,0.40708741
3.6619238,0.7649045
3.6977283,0.832511
3.733707,0.45304417
3.7698598,0.99905304
3.8061868,0.58818465
3.8426881,0.93808607
3.8793635,0.64483573
3.9162131,0.64176697
3.9532369,0.64652683
3.9904348,0.55715454
4.027807,0.53835598
4.0653534,0.54307232
4.1030739,0.54777416
4.1409686,0.33285365
4.1790376,0.58850687
4.2172807,0.24022401
4.255698,0.19780901
4.2942895,0.3671442
4.3330551,0.065876646
4.371995,0.19596714
4.411109,0.004474497
4.4503973,0.087477153
4.4898597,0.10772021
4.5294963,0.073046791
4.5693071,-0.000856816
4.6092921,0.003656444
4.6494513,0.094429707
4.6897847,0.004796307
4.7302923,-0.10838101
4.770974,0.029407558
4.8118299,-0.099485046
4.8528601,-0.032313725
4.8940644,-0.026206853
4.9354429,-0.004421046
4.9769956,-0.14734846
5.0187225,0.03128541
5.0606235,-0.017539038
5.1026988,-0.058527689
5.1449482,0.13577044
5.1873719,-0.077781913
5.2299697,0.06944271
5.2727417,-0.065692948
5.3156879,-0.059659475
5.3588083,-0.014417656
5.4021029,0.1092482
5.4455717,-0.00238741
5.4892146,-0.043442121
5.5330318,0.15078995
5.5770231,0.046975458
5.6211886,0.16276147
5.6655283,0.066775441
5.7100422,0.1668605
5.7547303,0.16497744
5.7995926,0.045439975
5.8446291,0.23177752
5.8898397,0.26124499
5.9352245,0.1181561
5.9807836,0.28094221
6.0265168,0.26332884
6.0724242,0.11237478
6.1185058,0.40062908
6.1647616,0.12417015
6.2111916,0.24770388
6.2577957,0.22221067
6.3045741,0.11827874
6.3515266,0.23394732
6.3986533,0.27117718
6.4459543,0.096634997
6.4934294,0.12600704
6.5410787,0.1867443
6.5889021,0.020023233
6.6368998,-0.076116937
6.6850717,0.46302967
6.7334177,0.060992467
6.781938,0.035418513
6.8306324,0.49611173
6.879501,0.070523093
6.9285438,0.19394673
6.9777608,0.38010812
7.027152,0.11920335
7.0767174,0.077899077
7.1264569,0.42874433
7.1763707,0.12860185
7.2264586,0.095118701
7.2767207,0.2498635
7.327157,0.31832646
7.3777675,0.080899717
7.4285522,0.22777936
7.4795111,0.16288696
7.5306442,0.1764186
7.5819514,0.17425661
7.6334329,0.10149906
7.6850885,0.15422435
7.7369183,0.010863882
7.7889223,0.18122156
7.8411005,0.15549347
7.8934529,0.11407176
7.9459795,0.15107408
7.9986802,0.1959122
8.0515552,0.06035083
